iter	RMSE
0	0.1432729091
1	0.1380865743
2	0.1334535558
3	0.1289539766
4	0.124516875
5	0.1201626255
6	0.1159073831
7	0.1120117292
8	0.1085985244
9	0.10568917
10	0.1022556976
11	0.09882996964
12	0.09556248046
13	0.09250070147
14	0.089320489
15	0.08625133469
16	0.08364631129
17	0.08117250312
18	0.07879966714
19	0.07616107699
20	0.07380919176
21	0.07149721695
22	0.06936791936
23	0.06698686521
24	0.06490988924
25	0.06313588128
26	0.0613132859
27	0.05974765818
28	0.05791513648
29	0.05648510486
30	0.05495655501
31	0.05357230553
32	0.05217919649
33	0.05092961998
34	0.04975543884
35	0.04834498526
36	0.04726701
37	0.04614331238
38	0.04474285516
39	0.04351967882
40	0.04234799991
41	0.04143501807
42	0.04043033466
43	0.03943101924
44	0.03859244635
45	0.03760997118
46	0.03690082441
47	0.03597283342
48	0.03515619521
49	0.03424918476
50	0.03331910145
51	0.03257731511
52	0.03221157709
53	0.031667934
54	0.03116244591
55	0.03043219904
56	0.02976089841
57	0.0290364415
58	0.02854534781
59	0.02796088932
60	0.02743889602
61	0.02697293655
62	0.02642359152
63	0.0258849387
64	0.02539217105
65	0.02491566463
66	0.02463855805
67	0.0241262793
68	0.0236228367
69	0.02318501966
70	0.02289057448
71	0.02247422285
72	0.02203698562
73	0.02171632207
74	0.02135254256
75	0.02102549922
76	0.02062043292
77	0.02034300949
78	0.02006997295
79	0.0197607172
80	0.01953522614
81	0.0192400256
82	0.01893417743
83	0.01869199848
84	0.0184665925
85	0.01825948183
86	0.01795609331
87	0.01776980427
88	0.01772729215
89	0.01752431161
90	0.01731416868
91	0.01707656426
92	0.01683417381
93	0.0166254239
94	0.01646785908
95	0.01632484073
96	0.01612166823
97	0.01593828931
98	0.01572554196
99	0.01562692635
100	0.01545420325
101	0.01526809957
102	0.01504925845
103	0.01485798617
104	0.01467683984
105	0.0145180104
106	0.01433043978
107	0.01418050055
108	0.01408798354
109	0.01394461195
110	0.01385998577
111	0.01370555644
112	0.01356051342
113	0.01347754278
114	0.01334026646
115	0.01325073741
116	0.01313200619
117	0.01303352846
118	0.01289527519
119	0.01276397678
120	0.01261067964
121	0.01251247798
122	0.01240460763
123	0.0123087346
124	0.0121910283
125	0.01209597483
126	0.01201628648
127	0.01193605794
128	0.01183451619
129	0.01175390034
130	0.0116543519
131	0.01157877814
132	0.011486039
133	0.01137924511
134	0.0113210465
135	0.01122580133
136	0.01113583292
137	0.01104406207
138	0.0109611837
139	0.01086014617
140	0.01074090364
141	0.01061193001
142	0.01057851158
143	0.01048006899
144	0.01045261827
145	0.01036896464
146	0.01028256162
147	0.01019885133
148	0.0101132477
149	0.01006058966
150	0.01003510662
151	0.01001101317
152	0.009925065296
153	0.009838700658
154	0.009770921212
155	0.009688184987
156	0.009665892973
157	0.009575110691
158	0.009508715992
159	0.009487746625
160	0.009467408833
161	0.009447771582
162	0.009380748109
163	0.00934228955
164	0.009324211022
165	0.009291590767
166	0.00927049556
167	0.009197871253
168	0.009165013685
169	0.009129766715
170	0.009113486367
171	0.009095802493
172	0.009047395546
173	0.009034374769
174	0.008975948343
175	0.008958342191
176	0.008944924525
177	0.008875425906
178	0.008839425526
179	0.008824582152
180	0.00881024495
181	0.008741799512
182	0.008707321111
183	0.008686672954
184	0.008620664001
185	0.008563249366
186	0.008528887761
187	0.008516626354
188	0.008447601674
189	0.008413089491
190	0.008401518147
191	0.008389913979
192	0.008327145396
193	0.008238664917
194	0.008189709566
195	0.008146244696
196	0.008107057864
197	0.008062752464
198	0.008029033287
199	0.007961241957
200	0.007907579816
201	0.007899920764
202	0.007861756891
203	0.007828397272
204	0.007821235854
205	0.007799726709
206	0.007730746672
207	0.00768952504
208	0.007662175475
209	0.007624673859
210	0.007596393552
211	0.007590879041
212	0.007519927775
213	0.007455580309
214	0.007417879939
215	0.00741201086
216	0.007386136422
217	0.007382004631
218	0.00736481814
219	0.007350966278
220	0.007347364684
221	0.007294427726
222	0.007230501012
223	0.007225839876
224	0.007208779114
225	0.007152420933
226	0.00713161049
227	0.00707786411
228	0.007032863124
229	0.007009286313
230	0.006961011489
231	0.006932090748
232	0.006883961171
233	0.006861475713
234	0.006840731472
235	0.006835040323
236	0.006788435739
237	0.006742429975
238	0.006706897765
239	0.006702688536
240	0.006657843886
241	0.006653737406
242	0.006618219593
243	0.006578346328
244	0.006563593122
245	0.006551584141
246	0.006516322477
247	0.006485990466
248	0.006451603289
249	0.006415728976
250	0.006390040017
251	0.006387552149
252	0.006376680356
253	0.006343556918
254	0.006340071758
255	0.00633623427
256	0.006304677513
257	0.006301829073
258	0.006269909391
259	0.00625925338
260	0.006255156734
261	0.006245354437
262	0.006242760042
263	0.006207561481
264	0.006178500354
265	0.006144804834
266	0.006121012894
267	0.006090490529
268	0.00608798634
269	0.006067452749
270	0.006064915317
271	0.006038858774
272	0.006029597687
273	0.006026463447
274	0.005995565978
275	0.005963126512
276	0.005932588342
277	0.005911000225
278	0.00590073656
279	0.005876332813
280	0.005874284269
281	0.005872168176
282	0.005852229475
283	0.005828176861
284	0.005800028182
285	0.005771653554
286	0.005748419539
287	0.005720744696
288	0.005692519801
289	0.00567008298
290	0.00564470891
291	0.005617787957
292	0.00559622656
293	0.005574169746
294	0.005558613855
295	0.005535612041
296	0.005513988905
297	0.005506796705
298	0.005481315377
299	0.005458464508
300	0.005436718037
301	0.005419393164
302	0.005400529401
303	0.005373248965
304	0.005371449288
305	0.005350532137
306	0.005330457561
307	0.005308954837
308	0.005292295044
309	0.005271947867
310	0.005252882183
311	0.005225811213
312	0.005206283174
313	0.005192841569
314	0.005171076788
315	0.005160355547
316	0.005141018347
317	0.005139391531
318	0.005137809465
319	0.005116100205
320	0.005093198518
321	0.005091082337
322	0.00507851987
323	0.005057708998
324	0.005043684249
325	0.005027072138
326	0.005011214169
327	0.004990426326
328	0.004968542007
329	0.004967076703
330	0.004953400325
331	0.004951325205
332	0.004934459262
333	0.004917516444
334	0.004901806646
335	0.004887825176
336	0.00487333898
337	0.004859279888
338	0.004852106641
339	0.004836162026
340	0.00482410451
341	0.004810870546
342	0.004793154028
343	0.004777188589
344	0.004775718268
345	0.004761458777
346	0.004741404816
347	0.004726258244
348	0.004714137547
349	0.004694553202
350	0.004686605
351	0.004676058388
352	0.00466522425
353	0.00465203283
354	0.004638421279
355	0.004619279333
356	0.004602358203
357	0.00458871869
358	0.004570594965
359	0.004569032067
360	0.004551087819
361	0.004538943565
362	0.004523968623
363	0.004506304082
364	0.004493230327
365	0.004491667158
366	0.004475773785
367	0.004464358487
368	0.004452216517
369	0.004438375846
370	0.004437155728
371	0.004419169906
372	0.004400655593
373	0.004387720314
374	0.004371443657
375	0.004355129413
376	0.004346318025
377	0.00433365569
378	0.004319342592
379	0.004303802827
380	0.004287235722
381	0.004274504873
382	0.004265836248
383	0.004252669694
384	0.004248713509
385	0.004236826422
386	0.004227852566
387	0.00422426391
388	0.004214852754
389	0.004200844228
390	0.004189594161
391	0.004187223736
392	0.004172460908
393	0.004160671389
394	0.004146229168
395	0.004135227025
396	0.004127288856
397	0.004121594537
398	0.004113975736
399	0.004101425996
400	0.00408970701
401	0.00407296258
402	0.004055594317
403	0.004041488847
404	0.004032279465
405	0.004019976767
406	0.004007615557
407	0.003997335746
408	0.003988588734
409	0.003987440261
410	0.00397709147
411	0.003962126714
412	0.003958163837
413	0.003949175096
414	0.003938959946
415	0.003928376308
416	0.003921677106
417	0.003915380862
418	0.003910424535
419	0.003901408607
420	0.003894948322
421	0.003887912063
422	0.003886653872
423	0.003881039605
424	0.003868514907
425	0.003861150634
426	0.003852789707
427	0.003840200432
428	0.003825925124
429	0.00381711289
430	0.003803493904
431	0.003792884414
432	0.003784218413
433	0.003773576249
434	0.003763287228
435	0.003756067416
436	0.00374861016
437	0.003734608231
438	0.003724315834
439	0.003723321978
440	0.00371328857
441	0.003707801958
442	0.003701753802
443	0.003694944981
444	0.003689823756
445	0.003683076421
446	0.003672021106
447	0.003663270522
448	0.003654810208
449	0.00364829517
450	0.003634517313
451	0.003625922222
452	0.003619503348
453	0.003612463767
454	0.003606169057
455	0.003596859571
456	0.003592548506
457	0.003582241949
458	0.003581039526
459	0.003575410115
460	0.003571000672
461	0.003559926939
462	0.003553165549
463	0.003547702683
464	0.00354567946
465	0.003535111788
466	0.003528060256
467	0.003513218487
468	0.003510633345
469	0.003498527315
470	0.003497201154
471	0.003496489091
472	0.003488215782
473	0.003482615938
474	0.00347590473
475	0.003464985869
476	0.003458276676
477	0.003453218094
478	0.003444360868
479	0.003438371839
480	0.003425098335
481	0.003412910983
482	0.003403668663
